text,label,jsonl_data
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Grade | TiO2 concentration (wt%) | X-ray diameter (nm) | PH | Utilized powder | Stabilizer ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Grade | TiO2 concentration (wt%) | X-ray diameter (nm) | PH | Utilized powder | Stabilizer ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
Grade | TiO2 concentration (wt%) | X-ray diameter (nm) | PH | Utilized powder | Stabilizer ,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Grade | TiO2 concentration (wt%) | X-ray diameter (nm) | PH | Utilized powder | Stabilizer ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Grade | TiO2 concentration (wt%) | X-ray diameter (nm) | PH | Utilized powder | Stabilizer ,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 17/100,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 17/100,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 17/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Grade | TiO2 concentration (wt%) | X-ray diameter (nm) | PH | Utilized powder | Stabilizer ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 24/100,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
Grade | TiO2 concentration (wt%) | X-ray diameter (nm) | PH | Utilized powder | Stabilizer ,multi_header,
Grade | Feature | TiO2 content (wt%) | X-ray diameter (nm) | Specific surface area (m2/g) | Photocatalytic activity1) (hr-1) ,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | R2,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 24/100,multi_header,
