text,label,jsonl_data
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
Product | Appearance @ 25°C | Pt-Co Color | Density 20/20°C | Water (%wt.) | Acidity as Acetic Acid (ppm) | Boiling Pt. (°C) @ 760mm Hg ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density r [g/cm3] | Thermal conductivity q [mW/(m·K)] | Thermal conductivity q [mW/(m·K)] | Viscosity p [mPa·s] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
T [°C] | Vapour pressure P [mbar] | Density d [g/cm3] | Viscosity n [mPa·s] | Refractive index nD | Specific heat CP [kJ/(kg·K)] ,multi_header,
T(ºC) | Vapour Pressure P (mbar) | Density p (g/cm3 ) | Viscosity ƞ(mPa·s) | Specific heat Cp(kJ/(kg·K)) | Thermal conductivity λ(mW/(m·K)) ,multi_header,
