id,data,label
45894,Particle Size | : | ≤ 0.12 µm,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
45895,Free Monomer | : | ≤ 0.3 %,irrelevant
45896,MFFT | : | 10 oC to 15 oC,MFFT | MFT
45897,"Film Properties | : | Transparent, smooth, flexible, almost tacky",irrelevant
45898,28-01-2021 | 1HG49,irrelevant
45899,general | a cross-linkable emulsion for use in décor paper printing inks,irrelevant
45900,key features & benefits | excellent melamine penetration,irrelevant
45901,chemical nature | hydroxy-functional anionic acrylic emulsion,irrelevant
45902,appearance | white emulsion,irrelevant
45903,typical characteristics | non-volatile | 45 %,Solid content | Solids | NV | NVM | Non-volatiles
45904,(should not be interpreted as specifications) | Brookfield viscosity at 23 °C | 25 mPa.s,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
45905,pH | 2.0,pH
45906,density as supplied | 1.06 g/cm³,Density | Specific gravity
45907,minimum film-forming temperature | 60 °C,MFFT | MFT
45908,OH value (on solids) | 100 mg KOH/g,Hydroxyl value | Hydroxyl number | OH value | OH equivalent
45909,freeze/thaw-stable | No,irrelevant
45910,"Joncryl® 2040, Feb17 | page 1 of 3",irrelevant
45911,"P&P_E, Feb17 | page 2 of 3 | Joncryl® 2040",irrelevant
45912,32.0 parts | Joncryl® 2040,irrelevant
45913,0.2 parts | ammonia (25%),irrelevant
45914,Rheovis® PU 1291,irrelevant
45915,25.6 parts | pigment concentrate Joncryl® HPD 396*,irrelevant
45916,54.7 parts | let-down A,
45917,0.5 parts | Foamstar® SI 2213,irrelevant
45918,* | Pigment concentrate: 35-40% Irgazin Red D3656 (Pigment Red 254) and Joncryl HPD 396 at a P:B ratio of 3.5:1,irrelevant
45919,"Joncryl® 2040, Feb17 | page 2 of 3",irrelevant
45920,"P&P_E, Feb17 | page 3 of 3 | Joncryl® 2040",irrelevant
45921,0.5 parts | ammonia (25%),irrelevant
45922,3.0 parts | Rheovis® AS 1125,irrelevant
45923,25.6 parts | pigment concenrate Joncryl® HPD 396*,irrelevant
45924,73.9 parts | let-down B,irrelevant
45925,Joncryl 2040 TDS (02-2017).docx | www.basf.com/resins,irrelevant
45926,19 February 2021 | 1HG53,irrelevant
45927,Styrene Acrylic Copolymer Emulsion | SU8849-48 | Date | : | 08.02.2021,irrelevant
45928,Date | 08.02.2021,irrelevant
45929,Type | : | A styrene acrylic copolymer emulsion.,irrelevant
45930,Properties | : | Excellent pigment binding and film forming properties. Very good stain and scrub,irrelevant
45931,Recommended uses | : | High durability interior broad wall paints and primers.,irrelevant
45932,Solids content | : | 48.0 % | ± 1 %,Solid content | Solids | NV | NVM | Non-volatiles
45933,Solvent | : | Water,
45934,Polymer | : | Copolymerised Styrene / Butyl Acrylate / Acrylic Acid.,irrelevant
45935,Free monomer content | : | Less than 0.1% by weight,irrelevant
45936,Preservative | : | Contains a biocide,irrelevant
45937,"Solids | : | 47.0 | 49.0% | (2 gms, 2 hours at 110°C) | -",Solid content | Solids | NV | NVM | Non-volatiles
45938,Viscosity | : | 20 | 40 Ps | Brookfield RVT Spindle4 / RPM60 at 30°C | -,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
45939,Weight per litre | : | 1.040 kg,irrelevant
45940,RDNV | : | 1.087 kg,irrelevant
45941,pH | : | 8.0 | 9.0 | -,pH
45942,Glass transition temperature : | -10.7°C (calculated Fox Tg),Tg
45943,Flash point | : | Not flammable,irrelevant
45944,Film test | : | Add 20 gms water to 80 gms SU8849-48. Mix and pour on glass. Place in a dust,irrelevant
45945,Storage | : | Protect from extremes of temperature. Store out of direct sunlight and do not,irrelevant
45946,Health and safety | : | A separate Health and Safety data sheet has been issued for this product.,irrelevant
45947,Status | : | The information in this leaflet is based on experiments carried out in our,irrelevant
45948,19 February 2021 | 1HG53,irrelevant
45949,Styrene Acrylic Copolymer Emulsion | SU8849-48 | Date | : | 08.02.2021,irrelevant
45950,Date | 08.02.2021,irrelevant
45951,Type | : | A styrene acrylic copolymer emulsion.,irrelevant
45952,Properties | : | Excellent pigment binding and film forming properties. Very good stain and scrub,irrelevant
45953,Recommended uses | : | High durability interior broad wall paints and primers.,irrelevant
45954,Solids content | : | 48.0 % | ± 1 %,Solid content | Solids | NV | NVM | Non-volatiles
45955,Solvent | : | Water,irrelevant
45956,Polymer | : | Copolymerised Styrene / Butyl Acrylate / Acrylic Acid.,irrelevant
45957,Free monomer content | : | Less than 0.1% by weight,irrelevant
45958,Preservative | : | Contains a biocide,irrelevant
45959,"Solids | : | 47.0 | 49.0% | (2 gms, 2 hours at 110°C) | -",Solid content | Solids | NV | NVM | Non-volatiles
45960,Viscosity | : | 20 | 40 Ps | Brookfield RVT Spindle4 / RPM60 at 30°C | -,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
45961,Weight per litre | : | 1.040 kg,irrelevant
45962,RDNV | : | 1.087 kg,irrelevant
45963,pH | : | 8.0 | 9.0 | -,pH
45964,Glass transition temperature : | -10.7°C (calculated Fox Tg),Tg
45965,Flash point | : | Not flammable,irrelevant
45966,Film test | : | Add 20 gms water to 80 gms SU8849-48. Mix and pour on glass. Place in a dust,irrelevant
45967,Storage | : | Protect from extremes of temperature. Store out of direct sunlight and do not,irrelevant
45968,Health and safety | : | A separate Health and Safety data sheet has been issued for this product.,irrelevant
45969,Status | : | The information in this leaflet is based on experiments carried out in our,irrelevant
45970,25-03-2021 | 1HG57,irrelevant
45971,High Gloss Styrene Acrylic Latex (ADH-Free) | Date | : | 26.02.2021,irrelevant
45972,Date | 26.02.2021,irrelevant
45973,Type | : | A styrene acrylic copolymer emulsion.,irrelevant
45974,"Properties | : | A self cross-linking copolymer emulsion. Excellent gloss, blocking and water resistance.",irrelevant
45975,Recommended uses | : | Waterborne trim products.,irrelevant
45976,Solids content | : | 43.0 % | ± 1 %,Solid content | Solids | NV | NVM | Non-volatiles
45977,Solvent | : | Water,irrelevant
45978,Polymer | : | Copolymerised Styrene / Butyl Acrylate / Methyl Methacrylate / Acrylic Acid.,irrelevant
45979,Free monomer content | : | Less than 0.02% by weight,irrelevant
45980,Preservative | : | Contains a biocide,irrelevant
45981,"Solids | : | 42.0 | 44.0% | (2 gms, 2 hours at 110°C) | -",Solid content | Solids | NV | NVM | Non-volatiles
45982,"Viscosity | : | 0.2 | 1.5 | poise, ICI Rotothinner at 25°C | -",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
45983,Weight per litre | : | 1.047 kg (deaerated),irrelevant
45984,RDNV | : | 1.117,irrelevant
45985,pH | : | 8.0 | 9.0 | -,pH
45986,Minimum film forming temp | : | 16.0 | 21.0 °C | -,MFFT | MFT
45987,Glass transition temperature : | 16°C (calculated Fox Tg),Tg
45988,Flash point | : | Not flammable,irrelevant
45989,Film test | : | Add 10 gms Texanol to 90 gms 935-1083. Mix and draw down film (100µ) on,irrelevant
45990,Storage | : | Protect from extremes of temperature. Store out of direct sunlight and do not,irrelevant
45991,Health and Safety | : | A separate Health and Safety data sheet has been issued for this product.,irrelevant
45992,Status | : | The information in this leaflet is based on experiments carried out in our,irrelevant
45993,29-06-2021 | 1HG66,irrelevant
45994,SOLVENT COMPOSITION | TECHNICAL FEATURES,irrelevant
45995,Demineralized water | SETAQUA 6754 is a very hard self crosslinking acrylic copolymer,irrelevant
45996,x | coatings.,irrelevant
45997,coatings. | x,irrelevant
45998,SPECIFICATIONS | Pigmented or clear coatings can be formulated with SETAQUA 6754,irrelevant
45999,Non-Volatiles: | 39 - 41 %,Solid content | Solids | NV | NVM | Non-volatiles
46000,"ISO 3251, STM 001G | x",irrelevant
46001,pH: | 8.0 - 10.0,pH
46002,STM 007A | · | Plastic coatings with excellent alcohol resistance and adhesion on,irrelevant
46003,· | Air-drying pigmented coatings for concrete flooring with excellent | x,irrelevant
46004,x | chemical resistance and hot tire resistance.,irrelevant
46005,TYPICAL PROPERTIES | chemical resistance and hot tire resistance.,irrelevant
46006,MFFT: | approx. 58 °C | · | Industrial wood coatings with good chemical resistance.,MFFT | MFT
46007,"ASTM D 2354, STM 087A | x",irrelevant
46008,Viscosity Brookfield: | max. 15 cPa.s,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
46009,"ISO 2555, STM 012F | SETAQUA 6754 should not be stored at temperatures below 0 °C or",irrelevant
46010,Density: | approx. 1.05 kg/dm3 | x,Density | Specific gravity
46011,DIN 53217 | x,irrelevant
46012,"x | Standard shelf life is 365 days from the date of manufacturing, but may",irrelevant
46013,x | be extended based upon retesting by allnex Quality Control.,irrelevant
46014,2.0 / 29.05.2020 (replaces all previous versions) | Worldwide Contact Info: www.allnex.com | Page 1/1,irrelevant
46015,Specification: | According to:,irrelevant
46016,Solids content | % | 44.0 - 46.0 | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
46017,pH- value | 8.0 - 9.0 | ISO 8534,pH
46018,"Viscosity | mPas | 10 - 300 | ISO 2555, Brookfield RVT",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
46019,Further typical data*: | According to:,irrelevant
46020,MFFT | °C | ca. 65,MFFT | MFT
46021,Density | g/cm3 | 1.0 - 1.1 | ISO 2811-1,Density | Specific gravity
46022,Latest update | Alberdingk Boley GmbH | Düsseldorfer Str. 53 | 47829 Krefeld | Germany,irrelevant
46023,Phone +49 2151 528-0 | Fax +49 2151 573643 | info@alberdingk-boley.de | www.alberdingk-boley.de,irrelevant
46024,"Page 1 of 2 | Alberdingk Boley, Inc. | Greensboro, NC, USA | www.alberdingkusa.com",irrelevant
46025,"Page 2 of 2 | Alberdingk Boley, Inc. | Greensboro, NC, USA | www.alberdingkusa.com",irrelevant
46026,Appearance /外观 | 乳白色液体 | Particle Charge /离子类型 | 阴离子,irrelevant
46027,"Solids Content /固含,% | 41±1 | PH | 7-8.5",Solid content | Solids | NV | NVM | Non-volatiles
46028,"Viscosity /粘度,cps/25℃ | 500-4000 | Tg | 55℃",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
46029,羟基含量（对固体份/%） | 1.9,irrelevant
46030, | 跟溶剂混溶性好,irrelevant
46031, | 加入15%的水性异氰酸酯固化剂,irrelevant
46032, | 有优异剪切稳定，可直接参与研磨色浆,irrelevant
46033, | 可以跟水溶性树脂混溶,irrelevant
46034, | 25KG塑料桶、200KG塑料桶装；,irrelevant
46035, | 存放于5-30℃室内阴凉干燥处；在高温或曝光情况下，长时间接触空气，保质期将会显著缩短；,irrelevant
46036, | 未开罐情况下自生产日期起保质期1年。,irrelevant
46037,Specification: | According to:,irrelevant
46038,Solids content | % | 40.0 - 42.0 | DIN EN ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
46039,pH- value | 8.0 - 8.5 | DIN ISO 976,pH
46040,"Viscosity | mPas | 50 - 500 | ISO 1652, Brookfield RVT",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
46041,Further typical data*: | According to:,irrelevant
46042,MFFT | °C | ca. 25,MFFT | MFT
46043,Koenig hardness | s | ca. 90,irrelevant
46044,Density | g/cm3 | 1.00 - 1.10 | DIN EN ISO 2811-1,Density | Specific gravity
46045,Latest update | Alberdingk Boley GmbH | Düsseldorfer Str. 53 | 47829 Krefeld | Germany,irrelevant
46046,"April 1, 2020 | Phone +49 2151 528-0 | Fax +49 2151 573643 | info@alberdingk-boley.de | www.alberdingk-boley.de",irrelevant
46047,"Page 1 of 2 | Alberdingk Boley, Inc. | Greensboro, NC, USA | www.alberdingkusa.com",irrelevant
46048,"Page 2 of 2 | Alberdingk Boley, Inc. | Greensboro, NC, USA | www.alberdingkusa.com",irrelevant
46049,22 Oct 2021 | 1HG84,irrelevant
46050,Tel: 86-757-87366666 | Fax：86-757-87360388,irrelevant
46051,YINYANG RESIN | 1.0 | Date Issued: 2021-07-09,irrelevant
46052,Version: | 1.0 | Date Issued: 2021-07-09,irrelevant
46053,Product Profile,irrelevant
46054,"resistance and alkaline resistance. | In the meantime,its appropriate molecular",irrelevant
46055,building up the bonding strength | and high bonding performance.,irrelevant
46056,Features and Advantages：,irrelevant
46057,Physical Characteristics,irrelevant
46058,务实、提高、创新、 | 迈向民族品牌之路,irrelevant
46059,Product Safety Information,irrelevant
46060,Storage Conditions,irrelevant
46061,Akzo Nobel Decorative Coatings | Manfred Hermann GmbH,irrelevant
46062,Basis of polymer | NR/SBR,irrelevant
46063,"Density | g/cm³ | 1,64 +/- 0,03",Density | Specific gravity
46064,Ash / 550°C | % | 60 +/- 3,irrelevant
46065,Colour | beige,irrelevant
46066,Packing | paper bags each 25 kg on one-way-pallets,irrelevant
46067,"Sive | 0,5 mm",irrelevant
46068,"mm | 0,5 mm",irrelevant
46069,Siveanalysis: | Soll,irrelevant
46070,"> 0,500 mm | <2,0%",irrelevant
46071,"> 0,315 mm | 50-70%",irrelevant
46072,"< 0,315 mm | 28-48%",irrelevant
46073,1V009,irrelevant
46074,ELOTEX® | FX2350 is a redispersible binder based on a copolymer of vinyl acetate and ethylene.,irrelevant
46075,Protective colloid | Polyvinyl alcohol,irrelevant
46076,Additives | Mineral anti-block agents,irrelevant
46077,Plasticisers | none,irrelevant
46078,Solvents | none,irrelevant
46079,Film-forming agents | none,irrelevant
46080,"Appearance | free-flowing, white powder",irrelevant
46081,Bulk density | 400 - 550 g/l,Density | Specific gravity
46082,Residual moisture | maximum 1.0%,irrelevant
46083,Ash TGA 1000°C | 10.0% +/- 2.0%,irrelevant
46084,pH value | 7.0 – 9.0 (as a 10% dispersion in water),pH
46085,Min. film building temp. | + 0°C,MFFT | MFT
46086,"Film properties | opaque, flexible",irrelevant
46087,"ELOTEX® | FX2350 is a flexible redispersible binder for the modification of mortar and plaster systems,",irrelevant
46088,ETICS: adhesives and base coat renders | –,irrelevant
46089,Base coat renders and plasters | –,irrelevant
46090,"Finishing renders and plasters, skim coats | –",irrelevant
46091,"Standard tile adhesives, ISO 13007 C1 | –",irrelevant
46092,Flexible sealing membranes | –,irrelevant
46093,Non structural repair mortars | –,irrelevant
46094,Good redispersability | –,irrelevant
46095,Reduced water demand | –,irrelevant
46096,Excellent rheology and workability | –,irrelevant
46097,Good open time performance | –,irrelevant
46098,Increased flexibility and impact resistance | –,irrelevant
46099,Increased cohesion | –,irrelevant
46100,Increased surface abrasion resistance | –,irrelevant
46101,Avoids crack formation | –,irrelevant
46102,Increased long-term performance | –,irrelevant
46103,TDS ELOTEX FX2350 – en – 1.12.2012 | Page 1 / 2,irrelevant
46104,Version | 5 / 1.12.2012,irrelevant
46105,Replaces version from | 16.1.2011,irrelevant
46106,Date of issue | 15.6.2004,irrelevant
46107,TDS ELOTEX FX2350 – en – 1.12.2012 | Page 2 / 2,irrelevant
46108,Dairen Chemical Corporation | EVA Emulsion,irrelevant
46109,TYPICAL PROPERTIES | RECOMMENDED APPLICATIONS,irrelevant
46110,"Solids Content * | (min.,%)....…............................ ……55 | If at least one substrate is porous, aqueous formulations",irrelevant
46111,"can | be used for directly bonding the substrates, while",irrelevant
46112,"Viscosity* | (cP)@ | ……….……..…….…………..4000±500 | plastic/plastic, film/film or film/lacquered surfaces afford",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
46113,pH* | ………………………………………..……..5.5 ±1.0 | application of the emulsion (or its formulation) onto one,pH
46114,"Free Monomer (max.,%)……………….…………….0.5 | the other non-polar substrate. Depending on the machinery,",irrelevant
46115,Tg (o | C)……………………………….………..…..... 0 ±2 | of course such a sealing process could be used also,Tg
46116,"@:Brookfield Viscometer,RV,60rpm,25o | C",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
46117,"INTRODUCTION | -bonding printed paper, lacquered paper and board",irrelevant
46118,"SG-CASCO | As the emulsion is compatible with cement, increased",irrelevant
46119,used as | particularly suitable raw material for the | waterproof cementitious | compounds | can | also | be,irrelevant
46120,a | particularly suitable raw material for the | waterproof cementitious | compounds | can | also | be,irrelevant
46121,"floor-, wall- or ceiling adhesives. | use. | However, as this class of products always contains",irrelevant
46122,Chloride (PVC) should be mentioned. | goggles should be used. Splashes on the skin or in the eyes,irrelevant
46123,or saponification. | water.,irrelevant
46124,"Compatibility with resin solutions, | soft | resins,",irrelevant
46125,DA-102H | should be | stored in | sheltered areas | at,irrelevant
46126,temperatures between 5 and 40 o | C; do never store under,irrelevant
46127,course。 | emulsion within 6 months.,irrelevant
46128,"Taipei Head Office: | 9th FL. 301, Songkiang Rd. Taipei, Taiwan,R.O.C.",irrelevant
46129,TEL:+886-2-25020238 | FAX:+886-2-25099619,irrelevant
46130,"Kaohsiung Factory: | 1-3 Hsing Kung Rd.Ta She Industrial Zone Kaohsiung,Taiwan,R.O.C.",
46131,TEL:+886-7-3514151 | FAX:+886-7-3514090,irrelevant
46132,Web Site: http://www.dcc.com.tw | DCC050123P,irrelevant
46133,21 June 2018 | 1v058,irrelevant
46134,ELOTEX® | 60W is a redispersible binder based on the copolymer of vinyl acetate and ethylene.,irrelevant
46135,Protective Colloid | Polyvinyl alcohol,irrelevant
46136,Additives | Mineral anti-block agents,irrelevant
46137,Plasticisers | none,irrelevant
46138,Solvents | none,irrelevant
46139,Film-forming agents | none,irrelevant
46140,"Appearance | free-flowing, white powder",irrelevant
46141,Bulk density | 500 - 650 g/l,Density | Specific gravity
46142,Residual moisture | maximum 1.0 %,irrelevant
46143,Ash TGA 1000°C | 10.5% +/- 1.5 %,irrelevant
46144,Min. film building temp. | approx. + 14°C,MFFT | MFT
46145,pH value | 6.3 – 8.3 (as a 10% dispersion in water),pH
46146,"Film properties | opaque, viscoelastic",irrelevant
46147,"ELOTEX® | 60W is a redispersible binder for the basic modification of mortar and plaster systems, based",irrelevant
46148,Base coat plasters | -,irrelevant
46149,"Finishing plasters, skim coats | -",irrelevant
46150,"Standard tile adhesives, ISO 13007 C1 | -",irrelevant
46151,"Standard tile grouts, ISO 13007 CG1 | -",irrelevant
46152,Non structural repair mortar | -,irrelevant
46153,Good redispersibility | -,irrelevant
46154,Reduced water demand | -,irrelevant
46155,Excellent rheology and workability | -,irrelevant
46156,Good open time performance | -,irrelevant
46157,Increased adhesive bond strength | -,irrelevant
46158,Increased cohesion | -,irrelevant
46159,Increased surface abrasion resistance | -,irrelevant
46160,Avoids crack formation | -,irrelevant
46161,TDS ELOTEX® 60W – en – 21.12.2015 | Page 1 / 2,irrelevant
46162,ELOTEX® | redispersible powders can be blended in all commercial positive mixers with other dry additives,irrelevant
46163,"In general ELOTEX® | redispersible powders are not classified as hazardous. However, we recommend all",irrelevant
46164,"individuals using ELOTEX® | redispersible powder, or coming in contact with it, to observe the separate",irrelevant
46165,Version | 6 / 21.12.2015,
46166,Replace version from | 3.2.2014,irrelevant
46167,Date of 1st issue | 13.2.2009,irrelevant
46168,AkzoNobel | contact.elotex@akzonobel.com www.bermocoll-elotex.com,irrelevant
46169,TDS ELOTEX® 60W – en – 21.12.2015 | Page 2 / 2,irrelevant
46170,07/08/2012 | 1V058,irrelevant
46171,Protective Colloid | Polyvinyl alcohol,irrelevant
46172,Additives | Mineral anti-block agents,irrelevant
46173,Plasticisers | none,irrelevant
46174,Solvents | none,irrelevant
46175,Film-forming agents | none,irrelevant
46176,"Appearance | free-flowing, white powder",irrelevant
46177,Bulk density | 500 - 700 g/l,Density | Specific gravity
46178,Residual moisture | maximum 1.0 %,irrelevant
46179,Ash TGA 1000°C | 10.5% +/- 1.5 %,irrelevant
46180,pH value | 6.0 – 8.5 (as a 10% dispersion in water),pH
46181,"Film properties | opaque, viscoelastic",irrelevant
46182,Standard tile adhesives C1 | -,irrelevant
46183,Standard tile grout CG1 | -,irrelevant
46184,Base coat plasters | -,irrelevant
46185,Finishing compounds | -,irrelevant
46186,Non structural repair mortar | -,irrelevant
46187,Good open time performance | -,irrelevant
46188,Good redispersability | -,irrelevant
46189,Good rheology and workability | -,irrelevant
46190,Improved water retention capability | -,irrelevant
46191,Reduced water demand | -,irrelevant
46192,Fluidizing consistensy | -,irrelevant
46193,Increased adhesive and bond strength (adhesion) | -,irrelevant
46194,Increased cohesive force (cohesion) | -,irrelevant
46195,Increased surface abrasion resistance | -,irrelevant
46196,Reduced cracking | -,irrelevant
46197,TDS ELOTEX 60W | en – 13.2.2009 | Page 1 / | 2,irrelevant
46198,Page 1 / | –,irrelevant
46199,Version | 1 / 13.2.2009,irrelevant
46200,Date of issue | 13.2.2009,irrelevant
46201,For regulatory information contact | Elotex AG/SA,irrelevant
46202,Fax | +41 41 469 69 00,irrelevant
46203,TDS ELOTEX 60W | en – 13.2.2009 | Page 2 | / | 2,irrelevant
46204,Page 2 | –,irrelevant
46205,/ | 2 | –,irrelevant
46206,1V068,irrelevant
46207,"ELOTEX® | HD4500 is a redispersible binder based on the copolymer of vinyl acetate, vinyl versatate and",irrelevant
46208,Protective colloid | Polyvinyl alcohol,irrelevant
46209,Additives | Mineral anti-block agents,irrelevant
46210,Plasticisers | none,irrelevant
46211,Solvents | none,irrelevant
46212,Film-forming agents | none,irrelevant
46213,"Appearance | free flowing, white powder",irrelevant
46214,Bulk density | 350 - 550 g/l,Density | Specific gravity
46215,Residual moisture | < 2 %,irrelevant
46216,"Ash (DIN EN 1246 / 950 °C, 30 min) | 9.5% +/- 1.25%",irrelevant
46217,pH value | 7.5 – 9.5 (as a 10% dispersion in water),pH
46218,Min. film building temp. | approx. 0°C,MFFT | MFT
46219,"Film properties | opaque, viscoplastic",irrelevant
46220,ETICS: adhesives and base coats | -,irrelevant
46221,Joint fillers & grouts | -,irrelevant
46222,Flexible tile adhesives | -,irrelevant
46223,Improved processing properties | -,irrelevant
46224,Improved water retention capability | -,irrelevant
46225,Reduced water demand | -,irrelevant
46226,improved workability. | -,irrelevant
46227,Increased flexibility | -,irrelevant
46228,Improved adhesion to various base materials | -,irrelevant
46229,TDS ELOTEX HD4500 – en - 24.7.2006 | Page 1 / 2,irrelevant
46230,Version | 3 / 24.7.2006,irrelevant
46231,Replaces version from | 1.9.2005,irrelevant
46232,Date of issue | 15.8.2005,irrelevant
46233,For regulatory information contact | Elotex AG/SA,irrelevant
46234,Fax | +41 41 469 69 00,irrelevant
46235,TDS ELOTEX HD4500 – en - 24.7.2006 | Page 2 / 2,irrelevant
46236,28/02/2012 | 1V127,irrelevant
46237,ELOTEX® | MP2100 is a redispersible binder based on a copolymer of vinyl acetate and ethylene.,irrelevant
46238,Protective colloid | Polyvinyl alcohol,irrelevant
46239,Additives | Mineral anti-block agents,irrelevant
46240,Plasticisers | none,irrelevant
46241,Solvents | none,irrelevant
46242,Film-forming agents | none,irrelevant
46243,"Appearance | free-flowing, white powder",irrelevant
46244,Bulk density | 500 - 630 g/l,Density | Specific gravity
46245,Residual moisture | < 1.0%,irrelevant
46246,Ash TGA 1000°C | 10.5% +/- 1.5%,irrelevant
46247,pH value | 6.5 – 8.0 (as a 10% dispersion in water),pH
46248,Min. film building temp. | + 3°C,MFFT | MFT
46249,"Film properties | opaque, viscoplastic",irrelevant
46250,Multi-purpose use in hydraulically curing systems | –,irrelevant
46251,Excellent rheology and workability | –,irrelevant
46252,Reduced water demand | –,irrelevant
46253,Ideal wetting behaviour | –,irrelevant
46254,Fast redispersibility | –,irrelevant
46255,High final strengths | –,irrelevant
46256,High cohesive force (cohesion) | –,irrelevant
46257,Increased adhesive bond strength (adhesion) | –,irrelevant
46258,Improved freeze-thaw cycling resistance | –,irrelevant
46259,TDS ELOTEX MP2100 – en – 16.9.2009 | Page 1 / 2,irrelevant
46260,Version | 6 / 16.9.2009,irrelevant
46261,Replaces version from | 8.4.2009,irrelevant
46262,Date of issue | 29.8.2002,irrelevant
46263,TDS ELOTEX MP2100 – en – 16.9.2009 | Page 2 / 2,irrelevant
46264,ELOTEX® | MP2100 is a redispersible binder based on a copolymer of vinyl acetate and ethylene.,irrelevant
46265,Protective colloid | Polyvinyl alcohol,irrelevant
46266,Additives | Mineral anti-block agents,irrelevant
46267,Plasticisers | none,irrelevant
46268,Solvents | none,irrelevant
46269,Film-forming agents | none,irrelevant
46270,"Appearance | free-flowing, white powder",irrelevant
46271,Bulk density | 500 - 630 g/l,Density | Specific gravity
46272,Residual moisture | < 1.0%,irrelevant
46273,Ash TGA 1000°C | 10.5% +/- 1.5%,irrelevant
46274,pH value | 6.5 – 8.0 (as a 10% dispersion in water),pH
46275,Min. film building temp. | + 3°C,MFFT | MFT
46276,"Film properties | opaque, viscoplastic",irrelevant
46277,Multi-purpose use in hydraulically curing systems | –,irrelevant
46278,Excellent rheology and workability | –,irrelevant
46279,Reduced water demand | –,irrelevant
46280,Ideal wetting behaviour | –,irrelevant
46281,Fast redispersibility | –,irrelevant
46282,High final strengths | –,irrelevant
46283,High cohesive force (cohesion) | –,irrelevant
46284,Increased adhesive bond strength (adhesion) | –,irrelevant
46285,Improved freeze-thaw cycling resistance | –,irrelevant
46286,ELOTEX® | redispersible powders can be blended in all commercial positive mixers with other dry additives,irrelevant
46287,TDS ELOTEX® MP2100 – en – 1.5.2014 | Page 1 / 2,irrelevant
46288,Version | 8 / 1.5.2014,irrelevant
46289,Replaces version from | 1.12.2012,irrelevant
46290,Date of issue | 29.8.2002,irrelevant
46291,AkzoNobel | contact.elotex@akzonobel.com www.akzonobel.com/elotex,irrelevant
46292,TDS ELOTEX® MP2100 – en – 1.5.2014 | Page 2 / 2,irrelevant
46293,ELOTEX® | HD1500 is a redispersible binder based on a copolymer of vinyl acetate and vinyl versatate.,irrelevant
46294,Protective colloid | Polyvinyl alcohol,
46295,Additives | Mineral anti-block agents,irrelevant
46296,Plasticisers | none,irrelevant
46297,Solvents | none,irrelevant
46298,Film-forming agents | none,irrelevant
46299,"Appearance | free-flowing, white powder",irrelevant
46300,Bulk density | 470 - 570 g/l,Density | Specific gravity
46301,Residual moisture | maximum 1.0 %,irrelevant
46302,Ash TGA 1000°C | 10.5% +/- 1.5 %,irrelevant
46303,pH value | 11.0 – 12.0 (as a 10% dispersion in water),pH
46304,Min. film building temp. | + 0°C,MFFT | MFT
46305,"Film properties | opaque, viscoplastic",irrelevant
46306,Improved processing properties | –,irrelevant
46307,Improved water retention capability | –,irrelevant
46308,Reduced water demand | –,irrelevant
46309,High final strengths | –,irrelevant
46310,Increased cohesive force (cohesion) | –,irrelevant
46311,Increased plasticity and flexibility | –,irrelevant
46312,Greatly improved freeze-thaw cycling resistance | –,irrelevant
46313,Reduced cracking | –,irrelevant
46314,Marked reduction of water absorption | –,irrelevant
46315,"Denser, more compact mortar structure | –",irrelevant
46316,Very good alkali resistance | –,irrelevant
46317,TDS ELOTEX HD1500 – en – 20.7.2006 | Page 1 / 2,irrelevant
46318,Version | 3 / 20.7.2006,irrelevant
46319,Replaces version from | 19.8.2005,irrelevant
46320,Date of issue | 29.8.2002,irrelevant
46321,For regulatory information contact | Elotex AG/SA,irrelevant
46322,Fax | +41 41 469 69 00,irrelevant
46323,TDS ELOTEX HD1500 – en – 20.7.2006 | Page 2 / 2,irrelevant
46324,ELOTEX® | HD1500 is a redispersible binder based on a copolymer of vinyl acetate and vinyl versatate.,irrelevant
46325,Protective colloid | Polyvinyl alcohol,irrelevant
46326,Additives | Mineral anti-block agents,irrelevant
46327,Plasticisers | none,irrelevant
46328,Solvents | none,irrelevant
46329,Film-forming agents | none,irrelevant
46330,"Appearance | free-flowing, white powder",irrelevant
46331,Bulk density | 470 - 570 g/l,Density | Specific gravity
46332,Residual moisture | maximum 1.0 %,irrelevant
46333,Ash TGA 1000°C | 10.5% +/- 1.5 %,irrelevant
46334,pH value | 11.0 – 12.0 (as a 10% dispersion in water),pH
